Planets,Years,Date,Angular Separation (deg),Elongation
Jupiter Mars,775, 0775-Feb-28 22:06:00 UTC,0.598,50.678
Jupiter Mars,777, 0777-May-10 09:46:00 UTC,0.126,48.215
Jupiter Mars,779, 0779-Jul-31 13:21:00 UTC,0.521,53.023
Jupiter Mars,781, 0781-Oct-30 10:29:00 UTC,0.836,74.875
Jupiter Mars,784, 0784-Feb-13 10:30:00 UTC,1.042,119.279
Jupiter Mars,784, 0784-Apr-04 17:04:00 UTC,0.471,173.882
Jupiter Mars,784, 0784-Jun-18 03:50:00 UTC,2.226,108.86
Jupiter Mars,788, 0788-Oct-24 00:49:00 UTC,0.771,117.628
Jupiter Mars,791, 0791-Jan-28 12:57:00 UTC,2.408,93.741
Jupiter Mars,793, 0793-May-10 22:41:00 UTC,0.888,63.217
Jupiter Mars,795, 0795-Aug-04 08:43:00 UTC,0.854,46.525
Jupiter Mars,797, 0797-Oct-12 10:18:00 UTC,1.397,41.142
Jupiter Mars,799, 0799-Dec-17 22:36:00 UTC,0.309,41.875
Jupiter Mars,802, 0802-Mar-03 20:40:00 UTC,1.15,38.468
Jupiter Mars,804, 0804-May-31 18:29:00 UTC,0.918,24.766
Jupiter Mars,806, 0806-Aug-26 10:07:00 UTC,0.183,8.985
Jupiter Mars,808, 0808-Nov-07 23:52:00 UTC,0.869,1.556
Jupiter Mars,811, 0811-Jan-15 00:29:00 UTC,0.583,3.869
Jupiter Mars,813, 0813-Mar-27 13:52:00 UTC,0.437,3.815
Jupiter Mars,815, 0815-Jun-19 21:56:00 UTC,0.834,10.646
Jupiter Mars,817, 0817-Sep-14 23:31:00 UTC,0.31,26.6
Jupiter Mars,819, 0819-Dec-04 03:36:00 UTC,0.315,42.676
Jupiter Mars,822, 0822-Feb-12 10:49:00 UTC,0.612,49.462
Jupiter Mars,824, 0824-Apr-22 14:04:00 UTC,0.267,47.537
Jupiter Mars,826, 0826-Jul-10 18:16:00 UTC,0.425,49.389
Jupiter Mars,828, 0828-Oct-07 11:47:00 UTC,0.756,66.741
Jupiter Mars,831, 0831-Jan-13 09:23:00 UTC,0.984,101.563
Jupiter Mars,831, 0831-May-02 07:05:00 UTC,0.584,142.23
Jupiter Mars,835, 0835-Oct-04 02:58:00 UTC,2.203,122.341
Jupiter Mars,837, 0837-Dec-31 04:33:00 UTC,2.318,105.858
Jupiter Mars,840, 0840-Apr-17 09:13:00 UTC,1.377,70.503
Jupiter Mars,842, 0842-Jul-16 15:59:00 UTC,0.553,50.338
Jupiter Mars,844, 0844-Sep-26 06:37:00 UTC,1.435,42.76
Jupiter Mars,846, 0846-Dec-01 02:35:00 UTC,0.685,42.909
Jupiter Mars,849, 0849-Feb-11 14:47:00 UTC,0.948,41.503
Jupiter Mars,851, 0851-May-10 20:45:00 UTC,1.121,29.593
Jupiter Mars,853, 0853-Aug-06 19:35:00 UTC,0.055,13.307
Jupiter Mars,855, 0855-Oct-22 21:52:00 UTC,0.8,1.726
Jupiter Mars,857, 0857-Dec-29 10:04:00 UTC,0.748,2.652
Jupiter Mars,860, 0860-Mar-09 00:30:00 UTC,0.217,2.517
Jupiter Mars,862, 0862-May-30 00:01:00 UTC,0.859,7.085
Jupiter Mars,864, 0864-Aug-25 11:55:00 UTC,0.458,21.502
Jupiter Mars,866, 0866-Nov-15 17:23:00 UTC,0.209,38.351
Jupiter Mars,869, 0869-Jan-26 12:49:00 UTC,0.6,47.631
Jupiter Mars,871, 0871-Apr-06 00:41:00 UTC,0.394,46.983
Jupiter Mars,873, 0873-Jun-20 14:26:00 UTC,0.31,46.68
Jupiter Mars,875, 0875-Sep-16 02:36:00 UTC,0.701,59.819
Jupiter Mars,877, 0877-Dec-18 12:14:00 UTC,0.883,89.33
Jupiter Mars,880, 0880-Apr-12 11:59:00 UTC,0.897,143.731
Jupiter Mars,884, 0884-Aug-19 14:16:00 UTC,2.451,126.569
Jupiter Mars,884, 0884-Sep-27 10:26:00 UTC,1.658,168.082
Jupiter Mars,884, 0884-Nov-30 00:56:00 UTC,1.665,121.392
Jupiter Mars,887, 0887-Mar-24 04:53:00 UTC,1.879,79.173
Jupiter Mars,889, 0889-Jun-26 16:42:00 UTC,0.183,54.95
Jupiter Mars,891, 0891-Sep-10 18:47:00 UTC,1.387,44.769
Jupiter Mars,893, 0893-Nov-14 20:46:00 UTC,1.012,43.817
Jupiter Mars,896, 0896-Jan-24 05:23:00 UTC,0.645,43.941
Jupiter Mars,898, 0898-Apr-18 17:25:00 UTC,1.267,34.32
Jupiter Mars,900, 0900-Jul-18 12:08:00 UTC,0.312,17.891
Jupiter Mars,902, 0902-Oct-06 12:27:00 UTC,0.682,4.668
Jupiter Mars,904, 0904-Dec-13 23:06:00 UTC,0.864,1.201
Jupiter Mars,907, 0907-Feb-20 20:03:00 UTC,0.03,1.465
Jupiter Mars,909, 0909-May-10 01:11:00 UTC,0.827,4.006
Jupiter Mars,911, 0911-Aug-06 11:19:00 UTC,0.605,16.519
Jupiter Mars,913, 0913-Oct-28 19:30:00 UTC,0.085,33.659
Jupiter Mars,916, 0916-Jan-11 07:40:00 UTC,0.565,45.185
Jupiter Mars,918, 0918-Mar-20 15:22:00 UTC,0.5,46.349
Jupiter Mars,920, 0920-Jun-01 23:58:00 UTC,0.174,44.737
Jupiter Mars,922, 0922-Aug-26 08:57:00 UTC,0.656,54.051
Jupiter Mars,924, 0924-Nov-25 15:03:00 UTC,0.799,79.305
Jupiter Mars,927, 0927-Mar-05 10:58:00 UTC,0.419,117.379
Jupiter Mars,927, 0927-May-11 04:06:00 UTC,1.806,171.737
Jupiter Mars,929, 0929-May-28 09:25:00 UTC,3.042,134.379
Jupiter Mars,931, 0931-Jul-24 21:04:00 UTC,2.711,116.065
Jupiter Mars,931, 0931-Oct-22 19:52:00 UTC,1.412,147.093
Jupiter Mars,934, 0934-Feb-26 09:12:00 UTC,2.349,89.558
Jupiter Mars,936, 0936-Jun-06 09:29:00 UTC,0.254,60.461
Jupiter Mars,938, 0938-Aug-25 14:57:00 UTC,1.255,47.307
Jupiter Mars,940, 0940-Oct-31 00:50:00 UTC,1.268,44.753
Jupiter Mars,943, 0943-Jan-07 03:03:00 UTC,0.274,45.713
Jupiter Mars,945, 0945-Mar-28 22:59:00 UTC,1.329,38.709
Jupiter Mars,947, 0947-Jun-28 05:32:00 UTC,0.584,22.782
Jupiter Mars,949, 0949-Sep-18 09:09:00 UTC,0.52,8.179
Jupiter Mars,951, 0951-Nov-28 14:06:00 UTC,0.928,0.726
Jupiter Mars,954, 0954-Feb-03 09:30:00 UTC,0.279,0.805
Jupiter Mars,956, 0956-Apr-19 12:58:00 UTC,0.728,1.652
Jupiter Mars,958, 0958-Jul-16 01:31:00 UTC,0.737,11.781
Jupiter Mars,960, 0960-Oct-09 11:47:00 UTC,0.056,28.763
Jupiter Mars,962, 0962-Dec-25 00:12:00 UTC,0.507,42.212
Jupiter Mars,965, 0965-Mar-03 11:09:00 UTC,0.579,45.497
Jupiter Mars,967, 0967-May-14 16:23:00 UTC,0.021,43.338
Jupiter Mars,969, 0969-Aug-04 17:54:00 UTC,0.604,49.188
Jupiter Mars,971, 0971-Nov-03 14:51:00 UTC,0.743,70.576
Jupiter Mars,974, 0974-Feb-05 13:46:00 UTC,0.628,103.486
Jupiter Mars,976, 0976-May-04 17:06:00 UTC,1.744,126.804
Jupiter Mars,978, 0978-Jul-03 12:01:00 UTC,2.68,112.248
Jupiter Mars,980, 0980-Oct-08 14:34:00 UTC,1.326,135.086
Jupiter Mars,981, 0981-Jan-27 21:56:00 UTC,2.708,102.874
Jupiter Mars,983, 0983-May-15 22:44:00 UTC,0.747,66.935
Jupiter Mars,985, 0985-Aug-07 15:46:00 UTC,1.041,50.446
Jupiter Mars,987, 0987-Oct-15 21:55:00 UTC,1.445,45.948
Jupiter Mars,989, 0989-Dec-20 12:36:00 UTC,0.142,47.097
Jupiter Mars,992, 0992-Mar-07 16:24:00 UTC,1.287,42.666
Jupiter Mars,994, 0994-Jun-06 10:00:00 UTC,0.85,27.804
Jupiter Mars,996, 0996-Aug-30 09:42:00 UTC,0.315,12.139
Jupiter Mars,998, 0998-Nov-11 23:48:00 UTC,0.937,2.804
Jupiter Mars,1001, 1001-Jan-18 16:51:00 UTC,0.507,1.036
Jupiter Mars,1003, 1003-Apr-02 02:02:00 UTC,0.568,1.304
Jupiter Mars,1005, 1005-Jun-25 11:53:00 UTC,0.84,7.412
Jupiter Mars,1007, 1007-Sep-21 07:50:00 UTC,0.212,23.615
Jupiter Mars,1009, 1009-Dec-08 06:14:00 UTC,0.427,38.666
Jupiter Mars,1012, 1012-Feb-16 14:46:00 UTC,0.628,44.329
Jupiter Mars,1014, 1014-Apr-27 02:39:00 UTC,0.138,42.4
Jupiter Mars,1016, 1016-Jul-15 10:53:00 UTC,0.534,45.254
Jupiter Mars,1018, 1018-Oct-13 03:29:00 UTC,0.71,62.89
Jupiter Mars,1021, 1021-Jan-13 00:51:00 UTC,0.669,92.678
Jupiter Mars,1023, 1023-Apr-13 00:39:00 UTC,0.807,118.661
Jupiter Mars,1025, 1025-Jun-15 00:34:00 UTC,2.448,110.325
Jupiter Mars,1027, 1027-Aug-30 12:49:00 UTC,1.039,110.056
Jupiter Mars,1027, 1027-Nov-12 03:15:00 UTC,1.678,170.495
Jupiter Mars,1027, 1027-Dec-21 13:24:00 UTC,2.694,126.793
Jupiter Mars,1030, 1030-Apr-22 17:53:00 UTC,1.3,74.802
Jupiter Mars,1032, 1032-Jul-20 19:06:00 UTC,0.746,54.25
Jupiter Mars,1034, 1034-Sep-30 14:11:00 UTC,1.531,47.462
Jupiter Mars,1036, 1036-Dec-04 09:29:00 UTC,0.561,48.213
Jupiter Mars,1039, 1039-Feb-17 00:30:00 UTC,1.126,46.096
Jupiter Mars,1041, 1041-May-16 08:35:00 UTC,1.092,32.83
Jupiter Mars,1043, 1043-Aug-12 19:14:00 UTC,0.075,16.423
Jupiter Mars,1045, 1045-Oct-26 21:19:00 UTC,0.891,5.396
Jupiter Mars,1048, 1048-Jan-02 23:35:00 UTC,0.706,2.033
Jupiter Mars,1050, 1050-Mar-14 03:11:00 UTC,0.354,2.562
Jupiter Mars,1052, 1052-Jun-04 02:01:00 UTC,0.898,3.543
Jupiter Mars,1054, 1054-Aug-31 14:29:00 UTC,0.378,18.446
Jupiter Mars,1056, 1056-Nov-19 21:29:00 UTC,0.323,34.572
Jupiter Mars,1059, 1059-Jan-30 19:53:00 UTC,0.646,42.71
Jupiter Mars,1061, 1061-Apr-09 11:09:00 UTC,0.29,41.782
Jupiter Mars,1063, 1063-Jun-26 00:28:00 UTC,0.437,42.308
Jupiter Mars,1065, 1065-Sep-20 20:16:00 UTC,0.693,56.087
Jupiter Mars,1067, 1067-Dec-21 11:42:00 UTC,0.659,83.001
Jupiter Mars,1070, 1070-Mar-20 13:49:00 UTC,0.203,110.228
Jupiter Mars,1072, 1072-May-27 16:52:00 UTC,2.079,109.082
Jupiter Mars,1074, 1074-Aug-05 03:08:00 UTC,1.465,102.109
Jupiter Mars,1077, 1077-Mar-27 11:57:00 UTC,1.901,84.558
Jupiter Mars,1079, 1079-Jul-01 23:30:00 UTC,0.376,58.812
Jupiter Mars,1081, 1081-Sep-14 04:30:00 UTC,1.523,49.316
Jupiter Mars,1083, 1083-Nov-18 21:00:00 UTC,0.942,49.141
Jupiter Mars,1086, 1086-Jan-28 00:05:00 UTC,0.845,48.954
Jupiter Mars,1088, 1088-Apr-23 20:16:00 UTC,1.287,37.882
Jupiter Mars,1090, 1090-Jul-23 09:10:00 UTC,0.194,21.039
Jupiter Mars,1092, 1092-Oct-09 09:11:00 UTC,0.791,8.394
Jupiter Mars,1094, 1094-Dec-17 08:19:00 UTC,0.859,3.395
Jupiter Mars,1097, 1097-Feb-23 16:50:00 UTC,0.102,3.771
Jupiter Mars,1099, 1099-May-14 23:26:00 UTC,0.899,0.71
Jupiter Mars,1101, 1101-Aug-11 14:49:00 UTC,0.544,13.443
Jupiter Mars,1103, 1103-Nov-03 01:27:00 UTC,0.198,30.076
Jupiter Mars,1106, 1106-Jan-14 15:27:00 UTC,0.635,40.479
Jupiter Mars,1108, 1108-Mar-23 22:41:00 UTC,0.428,41.133
Jupiter Mars,1110, 1110-Jun-07 02:24:00 UTC,0.313,40.118
Jupiter Mars,1112, 1112-Aug-30 22:03:00 UTC,0.681,50.234
Jupiter Mars,1114, 1114-Nov-29 13:27:00 UTC,0.642,74.159
Jupiter Mars,1117, 1117-Feb-26 09:11:00 UTC,0.145,101.702
Jupiter Mars,1119, 1119-May-11 16:51:00 UTC,1.626,107.643
Jupiter Mars,1121, 1121-Jul-16 05:25:00 UTC,1.682,98.571
Jupiter Mars,1123, 1123-Oct-29 09:22:00 UTC,2.006,129.806
Jupiter Mars,1124, 1124-Feb-28 13:20:00 UTC,2.527,97.222
Jupiter Mars,1126, 1126-Jun-11 15:06:00 UTC,0.076,64.428
Jupiter Mars,1128, 1128-Aug-29 02:49:00 UTC,1.422,51.706
Jupiter Mars,1130, 1130-Nov-03 19:34:00 UTC,1.256,50.032
Jupiter Mars,1133, 1133-Jan-10 04:48:00 UTC,0.469,51.092
Jupiter Mars,1135, 1135-Apr-03 11:54:00 UTC,1.403,42.706
Jupiter Mars,1137, 1137-Jul-03 06:17:00 UTC,0.48,25.921
Jupiter Mars,1139, 1139-Sep-23 13:05:00 UTC,0.643,11.731
Jupiter Mars,1141, 1141-Dec-02 00:08:00 UTC,0.955,5.02
Jupiter Mars,1144, 1144-Feb-07 22:17:00 UTC,0.164,4.822
Jupiter Mars,1146, 1146-Apr-25 01:48:00 UTC,0.831,2.916
Jupiter Mars,1148, 1148-Jul-21 02:26:00 UTC,0.701,8.582
Jupiter Mars,1150, 1150-Oct-14 16:59:00 UTC,0.051,25.298
Jupiter Mars,1152, 1152-Dec-28 06:08:00 UTC,0.595,37.7
Jupiter Mars,1155, 1155-Mar-07 14:53:00 UTC,0.542,40.313
Jupiter Mars,1157, 1157-May-18 16:26:00 UTC,0.162,38.546
Jupiter Mars,1159, 1159-Aug-10 10:23:00 UTC,0.661,45.336
Jupiter Mars,1161, 1161-Nov-07 07:22:00 UTC,0.637,66.206
Jupiter Mars,1164, 1164-Feb-04 14:18:00 UTC,0.326,93.246
Jupiter Mars,1166, 1166-Apr-22 20:53:00 UTC,1.135,105.154
Jupiter Mars,1168, 1168-Jun-26 20:19:00 UTC,1.75,96.773
Jupiter Mars,1170, 1170-Sep-19 20:41:00 UTC,0.002,105.528
Jupiter Mars,1170, 1170-Dec-05 01:06:00 UTC,2.999,172.083
Jupiter Mars,1171, 1171-Jan-22 23:52:00 UTC,3.144,118.213
Jupiter Mars,1173, 1173-May-19 19:31:00 UTC,0.607,71.252
Jupiter Mars,1175, 1175-Aug-12 03:57:00 UTC,1.229,54.751
Jupiter Mars,1177, 1177-Oct-18 18:53:00 UTC,1.486,51.086
Jupiter Mars,1179, 1179-Dec-24 13:11:00 UTC,0.038,52.604
Jupiter Mars,1182, 1182-Mar-13 01:02:00 UTC,1.413,47.006
Jupiter Mars,1184, 1184-Jun-11 12:32:00 UTC,0.771,31.008
Jupiter Mars,1186, 1186-Sep-04 19:25:00 UTC,0.447,15.531
Jupiter Mars,1188, 1188-Nov-15 12:02:00 UTC,0.994,7.001
Jupiter Mars,1191, 1191-Jan-21 22:33:00 UTC,0.42,5.764
Jupiter Mars,1193, 1193-Apr-05 01:58:00 UTC,0.693,5.193
Jupiter Mars,1195, 1195-Jun-30 10:22:00 UTC,0.833,4.055
Jupiter Mars,1197, 1197-Sep-24 22:46:00 UTC,0.112,20.383
Jupiter Mars,1199, 1199-Dec-11 20:58:00 UTC,0.527,34.484
Jupiter Mars,1202, 1202-Feb-18 18:16:00 UTC,0.624,39.254
Jupiter Mars,1204, 1204-Apr-29 19:42:00 UTC,0.006,37.434
Jupiter Mars,1206, 1206-Jul-20 01:07:00 UTC,0.619,41.238
Jupiter Mars,1208, 1208-Oct-16 05:01:00 UTC,0.647,58.911
Jupiter Mars,1211, 1211-Jan-13 08:17:00 UTC,0.413,85.018
Jupiter Mars,1213, 1213-Apr-03 10:01:00 UTC,0.689,101.548
Jupiter Mars,1215, 1215-Jun-09 08:11:00 UTC,1.687,95.832
Jupiter Mars,1217, 1217-Aug-24 11:02:00 UTC,0.54,95.991
Jupiter Mars,1220, 1220-Apr-25 09:04:00 UTC,1.216,79.614
Jupiter Mars,1222, 1222-Jul-24 10:49:00 UTC,0.947,58.461
Jupiter Mars,1224, 1224-Oct-02 12:32:00 UTC,1.622,52.446
Jupiter Mars,1226, 1226-Dec-07 08:21:00 UTC,0.418,53.774
Jupiter Mars,1229, 1229-Feb-20 03:31:00 UTC,1.299,50.804
Jupiter Mars,1231, 1231-May-21 10:38:00 UTC,1.048,36.177
Jupiter Mars,1233, 1233-Aug-16 08:09:00 UTC,0.208,19.719
Jupiter Mars,1235, 1235-Oct-30 13:30:00 UTC,0.973,9.414
Jupiter Mars,1238, 1238-Jan-05 08:37:00 UTC,0.647,6.782
Jupiter Mars,1240, 1240-Mar-17 04:12:00 UTC,0.493,6.931
Jupiter Mars,1242, 1242-Jun-09 02:55:00 UTC,0.921,0.292
Jupiter Mars,1244, 1244-Sep-04 12:35:00 UTC,0.288,15.341
Jupiter Mars,1246, 1246-Nov-23 20:40:00 UTC,0.432,30.705
Jupiter Mars,1249, 1249-Feb-02 00:50:00 UTC,0.673,37.807
Jupiter Mars,1251, 1251-Apr-12 20:27:00 UTC,0.177,36.686
Jupiter Mars,1253, 1253-Jun-29 07:55:00 UTC,0.546,38.047
Jupiter Mars,1255, 1255-Sep-25 08:53:00 UTC,0.666,52.385
Jupiter Mars,1257, 1257-Dec-22 17:40:00 UTC,0.458,77.186
Jupiter Mars,1260, 1260-Mar-14 22:45:00 UTC,0.339,97.12
Jupiter Mars,1262, 1262-May-22 16:13:00 UTC,1.521,95.276
Jupiter Mars,1264, 1264-Aug-01 20:16:00 UTC,0.879,90.845
Jupiter Mars,1267, 1267-Mar-30 01:32:00 UTC,1.927,90.661
Jupiter Mars,1269, 1269-Jul-04 15:42:00 UTC,0.576,63.034
Jupiter Mars,1271, 1271-Sep-17 01:13:00 UTC,1.657,54.188
Jupiter Mars,1273, 1273-Nov-20 15:31:00 UTC,0.854,54.714
Jupiter Mars,1276, 1276-Jan-31 22:54:00 UTC,1.054,53.995
Jupiter Mars,1278, 1278-Apr-29 04:49:00 UTC,1.284,41.345
Jupiter Mars,1280, 1280-Jul-27 08:18:00 UTC,0.063,24.184
Jupiter Mars,1282, 1282-Oct-13 06:49:00 UTC,0.896,12.211
Jupiter Mars,1284, 1284-Dec-19 19:06:00 UTC,0.833,8.025
Jupiter Mars,1287, 1287-Feb-27 17:31:00 UTC,0.244,8.343
Jupiter Mars,1289, 1289-May-19 01:31:00 UTC,0.956,3.577
Jupiter Mars,1291, 1291-Aug-15 18:07:00 UTC,0.47,10.393
Jupiter Mars,1293, 1293-Nov-05 07:16:00 UTC,0.309,26.481
Jupiter Mars,1296, 1296-Jan-17 02:46:00 UTC,0.688,35.84
Jupiter Mars,1298, 1298-Mar-26 12:20:00 UTC,0.338,36.063
Jupiter Mars,1300, 1300-Jun-10 14:14:00 UTC,0.439,35.724
Jupiter Mars,1302, 1302-Sep-04 20:41:00 UTC,0.685,46.675
Jupiter Mars,1304, 1304-Dec-02 00:56:00 UTC,0.49,69.487
Jupiter Mars,1307, 1307-Feb-24 19:23:00 UTC,0.085,91.671
Jupiter Mars,1309, 1309-May-06 08:46:00 UTC,1.285,94.574
Jupiter Mars,1311, 1311-Jul-14 15:50:00 UTC,1.101,88.106
Jupiter Mars,1313, 1313-Oct-15 03:58:00 UTC,0.875,106.827
Jupiter Mars,1314, 1314-Feb-26 14:35:00 UTC,2.775,107.193
Jupiter Mars,1316, 1316-Jun-14 16:16:00 UTC,0.12,68.616
Jupiter Mars,1318, 1318-Sep-01 11:05:00 UTC,1.592,56.319
Jupiter Mars,1320, 1320-Nov-05 17:25:00 UTC,1.221,55.485
Jupiter Mars,1323, 1323-Jan-13 20:02:00 UTC,0.692,56.456
Jupiter Mars,1325, 1325-Apr-07 18:28:00 UTC,1.455,46.457
Jupiter Mars,1327, 1327-Jul-08 12:41:00 UTC,0.361,28.991
Jupiter Mars,1329, 1329-Sep-26 14:04:00 UTC,0.763,15.384
Jupiter Mars,1331, 1331-Dec-05 09:03:00 UTC,0.965,9.523
Jupiter Mars,1334, 1334-Feb-10 19:51:00 UTC,0.033,9.525
Jupiter Mars,1336, 1336-Apr-29 07:52:00 UTC,0.922,6.657
Jupiter Mars,1338, 1338-Jul-26 18:11:00 UTC,0.645,5.629
Jupiter Mars,1340, 1340-Oct-18 10:05:00 UTC,0.164,21.997
Jupiter Mars,1342, 1342-Dec-31 23:17:00 UTC,0.668,33.336
Jupiter Mars,1345, 1345-Mar-10 06:44:00 UTC,0.482,35.304
Jupiter Mars,1347, 1347-May-23 06:06:00 UTC,0.298,34.004
Jupiter Mars,1349, 1349-Aug-14 15:41:00 UTC,0.694,41.775
Jupiter Mars,1351, 1351-Nov-11 13:43:00 UTC,0.526,62.222
Jupiter Mars,1354, 1354-Feb-04 05:24:00 UTC,0.087,85.466
Jupiter Mars,1356, 1356-Apr-18 19:41:00 UTC,1.006,93.247
Jupiter Mars,1358, 1358-Jun-26 00:56:00 UTC,1.229,86.775
Jupiter Mars,1360, 1360-Sep-16 18:32:00 UTC,0.235,94.268
Jupiter Mars,1363, 1363-May-24 00:50:00 UTC,0.434,75.589
Jupiter Mars,1365, 1365-Aug-14 22:18:00 UTC,1.429,59.141
Jupiter Mars,1367, 1367-Oct-21 21:16:00 UTC,1.51,56.378
Jupiter Mars,1369, 1369-Dec-26 21:16:00 UTC,0.248,58.207
Jupiter Mars,1372, 1372-Mar-16 22:29:00 UTC,1.525,51.181
Jupiter Mars,1374, 1374-Jun-17 02:44:00 UTC,0.67,34.047
Jupiter Mars,1376, 1376-Sep-08 12:02:00 UTC,0.582,18.889
Jupiter Mars,1378, 1378-Nov-19 07:33:00 UTC,1.035,11.235
Jupiter Mars,1381, 1381-Jan-24 20:29:00 UTC,0.307,10.489
Jupiter Mars,1383, 1383-Apr-10 03:52:00 UTC,0.815,9.219
Jupiter Mars,1385, 1385-Jul-05 07:59:00 UTC,0.802,1.05
Jupiter Mars,1387, 1387-Sep-30 00:13:00 UTC,0.003,17.297
Jupiter Mars,1389, 1389-Dec-14 16:30:00 UTC,0.617,30.357
Jupiter Mars,1392, 1392-Feb-22 07:20:00 UTC,0.597,34.323
Jupiter Mars,1394, 1394-May-04 08:53:00 UTC,0.131,32.757
Jupiter Mars,1396, 1396-Jul-24 17:04:00 UTC,0.681,37.655
Jupiter Mars,1398, 1398-Oct-21 08:41:00 UTC,0.569,55.485
Jupiter Mars,1401, 1401-Jan-15 15:30:00 UTC,0.199,78.893
Jupiter Mars,1403, 1403-Apr-02 16:59:00 UTC,0.724,90.992
Jupiter Mars,1405, 1405-Jun-08 22:06:00 UTC,1.265,86.067
Jupiter Mars,1407, 1407-Aug-26 04:26:00 UTC,0.165,87.303
Jupiter Mars,1410, 1410-Apr-30 07:58:00 UTC,1.098,84.516
Jupiter Mars,1412, 1412-Jul-28 12:18:00 UTC,1.168,62.707
Jupiter Mars,1414, 1414-Oct-06 20:38:00 UTC,1.701,57.539
Jupiter Mars,1416, 1416-Dec-10 18:14:00 UTC,0.236,59.433
Jupiter Mars,1419, 1419-Feb-26 01:33:00 UTC,1.47,55.304
Jupiter Mars,1421, 1421-May-27 10:55:00 UTC,0.972,39.207
Jupiter Mars,1423, 1423-Aug-22 14:04:00 UTC,0.354,22.831
Jupiter Mars,1425, 1425-Nov-03 19:08:00 UTC,1.046,13.365
Jupiter Mars,1428, 1428-Jan-10 07:49:00 UTC,0.563,11.445
Jupiter Mars,1430, 1430-Mar-22 23:14:00 UTC,0.637,11.219
Jupiter Mars,1432, 1432-Jun-14 23:57:00 UTC,0.923,3.162
Jupiter Mars,1434, 1434-Sep-11 03:20:00 UTC,0.184,12.487
Jupiter Mars,1436, 1436-Nov-28 08:26:00 UTC,0.535,26.999
Jupiter Mars,1439, 1439-Feb-06 21:53:00 UTC,0.676,33.102
Jupiter Mars,1441, 1441-Apr-17 07:36:00 UTC,0.049,31.897
Jupiter Mars,1443, 1443-Jul-05 23:37:00 UTC,0.636,34.264
Jupiter Mars,1445, 1445-Oct-01 00:36:00 UTC,0.619,49.211
Jupiter Mars,1447, 1447-Dec-27 02:04:00 UTC,0.278,72.163
Jupiter Mars,1450, 1450-Mar-15 07:31:00 UTC,0.474,87.854
Jupiter Mars,1452, 1452-May-22 06:39:00 UTC,1.217,85.637
Jupiter Mars,1454, 1454-Aug-04 16:44:00 UTC,0.464,82.995
Jupiter Mars,1456, 1456-Nov-17 11:44:00 UTC,1.826,116.696
Jupiter Mars,1457, 1457-Apr-02 04:43:00 UTC,1.918,96.91
Jupiter Mars,1459, 1459-Jul-10 04:48:00 UTC,0.812,67.107
Jupiter Mars,1461, 1461-Sep-20 14:54:00 UTC,1.788,59.068
Jupiter Mars,1463, 1463-Nov-25 00:39:00 UTC,0.721,60.382
Jupiter Mars,1466, 1466-Feb-05 16:35:00 UTC,1.275,58.89
Jupiter Mars,1468, 1468-May-05 10:39:00 UTC,1.249,44.489
Jupiter Mars,1470, 1470-Aug-03 00:43:00 UTC,0.087,27.123
Jupiter Mars,1472, 1472-Oct-17 20:20:00 UTC,0.995,15.913
Jupiter Mars,1474, 1474-Dec-24 22:41:00 UTC,0.782,12.551
Jupiter Mars,1477, 1477-Mar-04 14:10:00 UTC,0.402,12.769
Jupiter Mars,1479, 1479-May-26 04:21:00 UTC,0.993,6.863
Jupiter Mars,1481, 1481-Aug-21 20:50:00 UTC,0.375,7.693
Jupiter Mars,1483, 1483-Nov-11 07:56:00 UTC,0.423,23.136
Jupiter Mars,1486, 1486-Jan-21 07:35:00 UTC,0.72,31.407
Jupiter Mars,1488, 1488-Mar-30 21:04:00 UTC,0.23,31.226
Jupiter Mars,1490, 1490-Jun-15 23:52:00 UTC,0.553,31.68
Jupiter Mars,1492, 1492-Sep-09 18:43:00 UTC,0.667,43.562
Jupiter Mars,1494, 1494-Dec-06 14:15:00 UTC,0.343,65.445
Jupiter Mars,1497, 1497-Feb-24 22:17:00 UTC,0.272,83.974
Jupiter Mars,1499, 1499-May-06 09:00:00 UTC,1.107,85.252
Jupiter Mars,1501, 1501-Jul-16 18:12:00 UTC,0.691,80.429
Jupiter Mars,1503, 1503-Oct-15 14:50:00 UTC,0.899,96.634
Jupiter Mars,1504, 1504-Feb-24 01:39:00 UTC,3.168,120.835
Jupiter Mars,1506, 1506-Jun-20 10:03:00 UTC,0.353,72.701
Jupiter Mars,1508, 1508-Sep-05 01:51:00 UTC,1.767,61.058
Jupiter Mars,1510, 1510-Nov-09 19:52:00 UTC,1.158,61.153
Jupiter Mars,1513, 1513-Jan-18 02:30:00 UTC,0.94,61.79
Jupiter Mars,1515, 1515-Apr-15 05:04:00 UTC,1.474,49.791
Jupiter Mars,1517, 1517-Jul-14 21:02:00 UTC,0.211,31.719
Jupiter Mars,1519, 1519-Oct-02 14:23:00 UTC,0.887,18.816
Jupiter Mars,1521, 1521-Dec-09 15:06:00 UTC,0.95,13.884
Jupiter Mars,1524, 1524-Feb-16 14:17:00 UTC,0.124,14.063
Jupiter Mars,1526, 1526-May-06 11:36:00 UTC,0.999,10.155
Jupiter Mars,1528, 1528-Aug-02 05:13:00 UTC,0.566,2.995
Jupiter Mars,1530, 1530-Oct-24 20:27:00 UTC,0.283,18.926
Jupiter Mars,1533, 1533-Jan-05 10:40:00 UTC,0.726,29.186
