Planets,Years,Date,Angular Separation (deg),Elongation
Jupiter Neptune,2635, 2635-Dec-30 04:17:00 UTC,0.896,14.828
Jupiter Neptune,2648, 2648-Dec-22 17:15:00 UTC,0.91,18.985
Jupiter Neptune,2661, 2661-Apr-27 10:58:00 UTC,0.495,78.202
Jupiter Neptune,2661, 2661-Jul-30 23:06:00 UTC,0.803,169.949
Jupiter Neptune,2661, 2661-Dec-03 12:17:00 UTC,0.777,65.783
Jupiter Neptune,2674, 2674-Mar-29 15:22:00 UTC,0.135,22.297
Jupiter Neptune,2687, 2687-Mar-10 03:28:00 UTC,0.288,24.645
Jupiter Neptune,2699, 2699-Jul-01 22:28:00 UTC,0.555,56.649
Jupiter Neptune,2699, 2699-Dec-09 08:17:00 UTC,0.437,145.146
Jupiter Neptune,2700, 2700-Jan-24 19:18:00 UTC,0.623,97.362
Jupiter Neptune,2712, 2712-Jun-10 02:10:00 UTC,0.886,7.993
Jupiter Neptune,2725, 2725-May-28 02:29:00 UTC,1.005,32.322
Jupiter Neptune,2737, 2737-Sep-27 23:25:00 UTC,0.597,55.708
Jupiter Neptune,2738, 2738-Feb-19 09:23:00 UTC,0.969,157.721
Jupiter Neptune,2738, 2738-May-05 06:33:00 UTC,0.95,82.456
Jupiter Neptune,2750, 2750-Sep-20 08:34:00 UTC,0.304,20.521
Jupiter Neptune,2763, 2763-Sep-22 05:52:00 UTC,0.108,5.4
Jupiter Neptune,2776, 2776-Sep-23 15:36:00 UTC,0.536,30.497
Jupiter Neptune,2789, 2789-Feb-04 00:02:00 UTC,0.635,73.896
Jupiter Neptune,2789, 2789-May-10 09:17:00 UTC,0.544,169.869
Jupiter Neptune,2789, 2789-Sep-19 05:12:00 UTC,0.888,62.237
Jupiter Neptune,2802, 2802-Jan-23 12:27:00 UTC,0.837,34.792
Jupiter Neptune,2802, 2802-Aug-23 14:22:00 UTC,2.91,118.607
Jupiter Neptune,2815, 2815-Jan-15 20:30:00 UTC,0.826,0.289
Jupiter Neptune,2827, 2827-Jun-12 08:41:00 UTC,2.063,119.543
Jupiter Neptune,2828, 2828-Jan-01 16:53:00 UTC,0.646,41.926
Jupiter Neptune,2840, 2840-Apr-23 15:52:00 UTC,0.088,42.246
Jupiter Neptune,2840, 2840-Nov-15 01:01:00 UTC,2.604,119.695
Jupiter Neptune,2853, 2853-Apr-03 11:38:00 UTC,0.347,5.28
Jupiter Neptune,2865, 2865-Aug-11 15:08:00 UTC,0.462,90.877
Jupiter Neptune,2865, 2865-Oct-13 12:04:00 UTC,0.329,152.364
Jupiter Neptune,2866, 2866-Mar-09 17:02:00 UTC,0.743,57.595
Jupiter Neptune,2878, 2878-Jul-04 07:12:00 UTC,0.838,26.371
Jupiter Neptune,2891, 2891-Jun-22 06:32:00 UTC,0.927,12.944
Jupiter Neptune,2903, 2903-Nov-12 21:00:00 UTC,0.579,95.343
Jupiter Neptune,2903, 2903-Dec-26 16:49:00 UTC,0.71,139.852
Jupiter Neptune,2904, 2904-Jun-12 11:19:00 UTC,0.809,50.201
Jupiter Neptune,2916, 2916-Oct-17 02:59:00 UTC,0.247,41.864
Jupiter Neptune,2917, 2917-May-05 11:45:00 UTC,0.831,115.754
Jupiter Neptune,2929, 2929-Oct-16 20:54:00 UTC,0.162,13.974
Jupiter Neptune,2942, 2942-Oct-20 08:29:00 UTC,0.572,10.188
Jupiter Neptune,2955, 2955-Mar-22 15:16:00 UTC,2.104,117.765
Jupiter Neptune,2955, 2955-Oct-20 09:06:00 UTC,0.898,37.491
Jupiter Neptune,2968, 2968-Feb-22 10:43:00 UTC,0.768,59.362
Jupiter Neptune,2968, 2968-Jul-10 06:53:00 UTC,0.928,163.171
Jupiter Neptune,2968, 2968-Oct-03 02:01:00 UTC,1.09,80.853
Jupiter Neptune,2981, 2981-Feb-09 11:36:00 UTC,0.741,19.914
Jupiter Neptune,2994, 2994-Jan-27 17:36:00 UTC,0.529,20.302
